t_s,poolPct
111.2,90.6
111.3,304.2
111.4,393.1
111.5,388.1
111.6,298.8
111.7,190.7
111.8,90.1
111.9,25.8
112.0,0.0
112.1,31.9
112.2,148.4
112.3,308.8
112.4,406.9
112.5,365.8
112.6,275.5
112.7,193.0
112.8,73.2
112.9,24.5
113.0,0.0
113.1,0.0
113.2,127.0
113.3,312.2
113.4,381.7
113.5,371.8
113.6,295.5
113.7,187.8
113.8,91.9
113.9,13.4
114.0,0.0
114.1,0.0
114.2,131.2
114.3,371.6
114.4,386.0
114.5,320.4
114.6,291.1
114.7,186.8
114.8,94.9
114.9,14.8
115.0,0.0
115.1,2.0
115.2,113.2
115.3,280.8
115.4,399.4
115.5,335.0
115.6,270.6
115.7,188.2
115.8,75.8
115.9,22.5
116.0,0.0
116.1,22.4
116.2,145.5
116.3,340.3
116.4,392.1
116.5,320.0
116.6,272.2
116.7,175.7
116.8,76.3
116.9,21.2
117.0,0.0
117.1,0.0
117.2,188.5
117.3,345.5
117.4,349.3
117.5,312.2
117.6,283.7
117.7,167.9
117.8,102.9
117.9,0.0
118.0,0.0
118.1,9.2
118.2,131.5
118.3,348.7
118.4,418.6
118.5,304.3
118.6,287.3
118.7,177.0
118.8,96.7
118.9,23.2
119.0,15.9
119.1,6.6
119.2,79.2
119.3,382.1
119.4,370.5
119.5,329.1
119.6,267.8
119.7,130.5
119.8,90.5
119.9,0.0
120.0,0.0
120.1,0.0
120.2,210.2
120.3,410.9
120.4,359.7
120.5,322.4
120.6,278.4
120.7,152.8
120.8,55.5
120.9,7.0
121.0,0.0
121.1,25.4
121.2,193.4
121.3,347.1
121.4,353.4
121.5,360.0
121.6,316.3
121.7,174.0
121.8,66.9
121.9,23.0
122.0,0.0
122.1,25.6
122.2,169.6
